Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,expression.LoadEvaluator,load,@LoadEvaluator,load,LoadEvaluator,load
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,logical.AndEvaluator,and,@AndEvaluator,and,AndEvaluator,and
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,logical.OrEvaluator,or,@OrEvaluator,or,OrEvaluator,or
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,logical.NotEvaluator,not,@NotEvaluator,not,NotEvaluator,not
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,functional.SetqEvaluator,none,@SetqEvaluator,none,SetqEvaluator,none
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,LambdaEvaluator,lambda
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
evaluators.LispOperationRegisterer,lisp:operation,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toString,to:string,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,isNIL,is:nil
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toString,to:string,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpression,to:string:as:expression
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toString,to:string,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,isList,is:list
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toString,to:string,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsList,to:string:as:list
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toString,to:string,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpression,to:string:as:expression
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpressionDeep,to:string:as:expression:deep,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpressionDeep,to:string:as:expression:deep
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpressionDeep,to:string:as:expression:deep,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getHead,get:head
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpressionDeep,to:string:as:expression:deep,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpressionDeep,to:string:as:expression:deep
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpressionDeep,to:string:as:expression:deep,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getTail,get:tail
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpression,to:string:as:expression,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toString,to:string
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpression,to:string:as:expression,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getHead,get:head
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpression,to:string:as:expression,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toString,to:string
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpression,to:string:as:expression,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getTail,get:tail
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelperPublic,to:string:as:list:helper:public,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,isNIL,is:nil
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelperPublic,to:string:as:list:helper:public,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getTail,get:tail
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelperPublic,to:string:as:list:helper:public,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toString,to:string
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelperPublic,to:string:as:list:helper:public,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getHead,get:head
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelperPublic,to:string:as:list:helper:public,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toString,to:string
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelperPublic,to:string:as:list:helper:public,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getHead,get:head
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelperPublic,to:string:as:list:helper:public,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,toStringAsListHelperPublic,to:string:as:list:helper:public
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelperPublic,to:string:as:list:helper:public,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getTail,get:tail
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsList,to:string:as:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelperPublic,to:string:as:list:helper:public
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,isList,is:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,isAtom,is:atom
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,isList,is:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getHead,get:head
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,isList,is:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,isNIL,is:nil
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,isList,is:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getTail,get:tail
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,isList,is:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,isAtom,is:atom
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,isList,is:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getTail,get:tail
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,isList,is:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,isNIL,is:nil
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,isList,is:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getTail,get:tail
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,isList,is:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,isList,is:list
evaluators.StringFormats,string:formats,@StringFormattingSExpression,string:formatting:expression,isList,is:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getTail,get:tail
expression.EvalEvaluator,none,@EvalEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,$),none,),none,eval,none
